    1    1  1.060  0.0   0.0     0.0     0.0     0.0   0
    2    3  1.045  0.0  21.7    12.7     50.0    0.0   0
    3    3  1.010  0.0  94.2    19.0     40.0    0.0   0
    4    2  1.0    0.0  47.8    -3.9     0.0     0.0   0
    5    2  1.0    0.0   7.6     1.6     0.0     0.0   0
    6    3  1.070  0.0  11.2     7.5     24.0    0.0   0
    7    2  1.0    0.0   0.0     0.0     0.0     0.0   0
	8    3  1.090  0.0   0.0     0.0     24.0    0.0   0
    9    2  1.0    0.0  29.5    16.6     0.0     0.0   0
    10   2  1.0    0.0   9.0     5.8     0.0     0.0   0 
    11   2  1.0    0.0   3.5    1.8     0.0     0.0   0   
    12   2  1.0    0.0   6.1    1.6     0.0     0.0   0   
    13   2  1.0    0.0  13.5    5.8     0.0     0.0   0    
    14   2  1.0    0.0  14.9    5.0     0.0     0.0   0    

  
   999999
    1   2  0.01938  0.05917   0.0264        1
    2   3  0.04699  0.19797   0.0219       	1
    2   4  0.05811  0.17632   0.0187      	1
    1   5  0.05403  0.22304   0.0246      	1
    2   5  0.05695  0.17388   0.0170      	1
    3   4  0.06701  0.17103   0.0173       	1
    4   5  0.01335  0.04211   0.0064      	1
    5   6  0.0      0.25202   0.0          	0.932
    4   7  0.0      0.20912   0.0          	0.978
	7   8  0.0      0.17615   0.0         	1
    4   9  0.0      0.55618   0.0         	0.969
    7   9  0.0      0.11001   0.0        	1
    9  10  0.03181  0.08450   0.0         	1
    6  11  0.09498  0.19890   0.0         	1
    6  12  0.12291  0.25581   0.0          	1
    6  13  0.06615  0.13027   0.0           1
    9  14  0.12711  0.27038   0.0        	1
   10  11  0.08205  0.19207   0.0           1
   12  13  0.22092  0.19988   0.0        	1
   13  14  0.17093  0.34802   0             1


   999999
